filename,width,height,class,xmin,ymin,xmax,ymax
9bb9d067-photo_1627-03-2023_11-13-03.jpg,640,640,Phone number,208,193,472,410
9bc038ad-b3c83d94-20230324_090847.jpg,640,640,Phone number,246,264,553,303
9bd1ed17-ebceb587-PXL_20230325_061459079.jpg,640,640,Phone number,308,199,405,378
9be162cb-6150a40d-WhatsApp_Image_2023-03-25_at_21.43.38.jpeg,640,640,Phone number,174,63,311,443
9c8dd712-43293528-20230324_091528.jpg,640,640,Phone number,260,260,392,289
9f270037-d73b318e-20230324_092405.jpg,640,640,Phone number,112,148,575,237
9f6f4c36-7758cf8a-PXL_20230325_061544321.jpg,640,640,Phone number,160,193,456,301
9fc855a8-f266f5c4-20230319_142849.jpg,640,640,Phone number,367,259,567,292
a075d353-photo_5027-03-2023_11-13-37.jpg,640,640,Phone number,236,107,293,446
a0b37fe9-photo_6427-03-2023_11-13-46.jpg,640,640,Phone number,193,334,502,386
a0dda1e2-photo_4027-03-2023_11-13-14.jpg,640,640,Phone number,284,158,370,416
a1e09b1a-56965353-PXL_20230325_121749105.jpg,640,640,Phone number,147,363,452,473
a282407c-67213154-20230319_143326.jpg,640,640,Phone number,339,266,486,328
a3922911-photo_2727-03-2023_11-13-05.jpg,640,640,Phone number,157,253,474,354
a3eef35c-10895e5c-20230324_091424.jpg,640,640,Phone number,341,54,428,258
a43c4050-photo_10127-03-2023_11-13-47.jpg,640,640,Phone number,84,280,451,337
a4d4b0c4-e3a488dd-PXL_20230325_114638566.jpg,640,640,Phone number,292,173,357,361
a607d903-34382929-photo_14421-03-2023_10-27-00.jpg,640,640,Phone number,110,71,289,234
a67ea834-8154a9a8-photo_10519-03-2023_16-25-33.jpg,640,640,Phone number,58,164,581,269
a75fbe45-photo_12527-03-2023_11-14-05.jpg,640,640,Phone number,305,343,560,411
a7a15950-77617b6c-20230319_142826.jpg,640,640,Phone number,192,241,314,282
a7b4db76-acd12030-PXL_20230325_062125210.jpg,640,640,Phone number,224,269,421,311
a85a0c7e-a33d44b8-20230324_092141.jpg,640,640,Phone number,258,94,397,428
a85ae0cd-d7f0c47f-20230324_091048.jpg,640,640,Phone number,181,250,452,301
a95a9112-photo_2627-03-2023_11-13-05.jpg,640,640,Phone number,152,243,495,343
a9c4b073-photo_5227-03-2023_11-13-37.jpg,640,640,Phone number,302,315,523,374
aa67df87-a7d7f9ab-20230324_092054.jpg,640,640,Phone number,373,390,560,491
aab2b766-photo_4727-03-2023_11-13-37.jpg,640,640,Phone number,183,248,459,404
ab1926dc-c212fe5c-photo_5421-03-2023_10-54-43.jpg,640,640,Phone number,354,371,501,385
ab2b19a8-dc285097-PXL_20230325_114657097.jpg,640,640,Phone number,265,275,517,314
ab828469-dd77d729-photo_5021-03-2023_10-54-43.jpg,640,640,Phone number,78,192,337,225
ab95e41e-b9cf05d6-PXL_20230325_114559524.jpg,640,640,Phone number,183,304,429,351
abfd1f7c-f7327dba-photo_9419-03-2023_16-25-24.jpg,640,640,Phone number,225,364,339,384
ac92b179-3611583f-20230324_092317.jpg,640,640,Phone number,167,403,501,448
adb6af4f-f9ade9d2-PXL_20230325_114916404.jpg,640,640,Phone number,78,194,416,238
ae53661c-e2a211f2-WhatsApp_Image_2023-03-25_at_21.43.25.jpeg,640,640,Phone number,141,335,440,413
ae585636-bff049d8-20230319_142248.jpg,640,640,Phone number,280,252,378,280
b002ab38-44851c4f-20230324_090959.jpg,640,640,Phone number,94,108,453,213
b06ac5b6-5625d4fb-PXL_20230325_061736229.jpg,640,640,Phone number,200,260,396,373
b0fa57cb-photo_6627-03-2023_11-13-46.jpg,640,640,Phone number,188,300,470,359
b16df854-c5f30103-photo_13221-03-2023_10-26-53.jpg,640,640,Phone number,125,445,359,565
b1f7ea0b-b7c1972b-photo_8321-03-2023_10-54-48.jpg,640,640,Phone number,260,264,412,331
b330cc39-photo_1827-03-2023_11-13-04.jpg,640,640,Phone number,277,151,371,401
b33c1a67-493307a0-photo_319-03-2023_17-19-37.jpg,640,640,Phone number,105,265,341,339
b3f63380-ca15ef83-PXL_20230325_121907495.jpg,640,640,Phone number,115,397,520,470
b44712c4-e36126e8-20230324_091041.jpg,640,640,Phone number,85,310,532,402
b5090d87-b5bd6b30-PXL_20230325_121841715.jpg,640,640,Phone number,263,280,558,378
b576e233-photo_10427-03-2023_11-14-05.jpg,640,640,Phone number,167,260,435,294
b5bc5edc-900142a6-20230324_091401.jpg,640,640,Phone number,118,143,222,504
b6ed11f7-c85ed5ee-PXL_20230325_060714981.jpg,640,640,Phone number,204,262,413,296
b6efb55c-e9b0e1d6-PXL_20230325_115059689.jpg,640,640,Phone number,137,256,477,312
b806bffb-cb7c3491-PXL_20230325_114946980.jpg,640,640,Phone number,199,249,451,309
b844837e-photo_4227-03-2023_11-13-14.jpg,640,640,Phone number,83,384,363,512
b8a53512-f9e4e8e2-20230319_142647.jpg,640,640,Phone number,354,369,505,389
b8e9b67c-a08c3417-photo_2721-03-2023_10-54-38.jpg,640,640,Phone number,232,143,414,190
b95d697d-a893dbbd-20230324_092046.jpg,640,640,Phone number,136,246,341,340
b9814003-photo_12627-03-2023_11-14-05.jpg,640,640,Phone number,216,284,532,336
b99d1500-80569966-photo_5419-03-2023_16-24-58.jpg,640,640,Phone number,152,221,414,313
b9c02cc3-a9915d87-photo_1221-03-2023_10-54-35.jpg,640,640,Phone number,295,260,410,290
b9ddb20a-b6d394ef-PXL_20230325_121559915.jpg,640,640,Phone number,147,244,477,315
ba068187-photo_7527-03-2023_11-13-46.jpg,640,640,Phone number,110,265,379,359
bbb3b10f-d3785ff3-photo_4221-03-2023_10-54-40.jpg,640,640,Phone number,261,264,470,302
bc37bf7d-fe5113c4-20230324_092312.jpg,640,640,Phone number,157,98,606,176
bc97177e-ea6387c8-20230324_092145.jpg,640,640,Phone number,247,211,358,549
bde34eed-7450bdc7-20230319_142352.jpg,640,640,Phone number,242,178,365,237
be6c9117-a81a0727-PXL_20230325_062129269.jpg,640,640,Phone number,223,160,382,191
bee3e948-photo_9927-03-2023_11-13-47.jpg,640,640,Phone number,280,168,319,463
bf20c4cb-fd6d54a7-20230324_092618.jpg,640,640,Phone number,344,401,574,440
bf21d329-425148bb-20230319_143634.jpg,640,640,Phone number,279,274,360,307
bf32b30c-c1c94b16-20230324_090855.jpg,640,640,Phone number,113,198,437,354
bf886c5e-photo_6927-03-2023_11-13-46.jpg,640,640,Phone number,143,304,469,357
c0592143-da38f83a-photo_4919-03-2023_16-24-58.jpg,640,640,Phone number,98,446,512,508
c07f831b-dadfec97-photo_19621-03-2023_10-27-43.jpg,640,640,Phone number,103,376,374,544
c0dad1bb-photo_2127-03-2023_11-13-04.jpg,640,640,Phone number,159,295,476,369
c15c1f8e-f062a5ee-PXL_20230325_062211077.jpg,640,640,Phone number,287,199,341,386
c1e1993f-ba535623-photo_12219-03-2023_16-25-45.jpg,640,640,Phone number,235,150,306,282
c1fb3505-ba6e78d7-photo_12019-03-2023_16-25-45.jpg,640,640,Phone number,293,130,348,278
c223d89c-bc1bcd8a-PXL_20230325_114831345.jpg,640,640,Phone number,132,308,349,354
c3014408-eae97726-PXL_20230325_121851410.jpg,640,640,Phone number,207,344,472,466
c3567b44-a59ca18b-20230324_092143.jpg,640,640,Phone number,218,110,359,434
c393e6f0-d9792022-PXL_20230325_061638393.jpg,640,640,Phone number,353,298,411,461
c3b3691e-photo_3427-03-2023_11-13-05.jpg,640,640,Phone number,174,251,404,303
c3d89729-ba2bc399-20230324_092033.jpg,640,640,Phone number,211,138,493,186
c5c3fb62-photo_5927-03-2023_11-13-46.jpg,640,640,Phone number,204,324,447,405
c60abf13-b9f3df11-photo_7019-03-2023_16-25-06.jpg,640,640,Phone number,236,412,488,460
c638eb71-b4fffc45-PXL_20230325_115126348.jpg,640,640,Phone number,162,227,461,299
c75c1c3f-3028436b-PXL_20230325_115103415.jpg,640,640,Phone number,180,238,502,344
c7d688aa-photo_14027-03-2023_11-27-32.jpg,640,640,Phone number,113,309,376,376
c7f59377-edc74b1d-WhatsApp_Image_2023-03-25_at_21.43.51.jpeg,640,640,Phone number,304,80,382,413
c82572c4-ca5ddbef-photo_12419-03-2023_16-25-45.jpg,640,640,Phone number,305,232,331,354
ca2b89c8-91603a91-20230324_091140.jpg,640,640,Phone number,172,222,430,320
caa605fc-70061832-photo_4619-03-2023_16-24-52.jpg,640,640,Phone number,101,205,396,265
cb960ae6-b7242d91-photo_119-03-2023_17-19-37.jpg,640,640,Phone number,288,205,317,411
cc5b1b5e-a067302b-PXL_20230325_121555325.jpg,640,640,Phone number,203,347,473,434
cca957a6-b3651b8b-PXL_20230325_115031259.jpg,640,640,Phone number,258,261,471,311
cd6525a1-photo_7427-03-2023_11-13-46.jpg,640,640,Phone number,162,282,531,338
cd8e4543-88841f7a-photo_8621-03-2023_10-54-48.jpg,640,640,Phone number,256,236,403,301
ce518d60-deef235f-20230319_142835.jpg,640,640,Phone number,256,418,423,449
cea03476-photo_4927-03-2023_11-13-37.jpg,640,640,Phone number,295,139,338,382
cf0705aa-photo_11727-03-2023_11-14-05.jpg,640,640,Phone number,230,323,429,364
cf905cc6-602489e6-PXL_20230325_115107789.jpg,640,640,Phone number,185,221,511,319
cfb33b5c-photo_5127-03-2023_11-13-37.jpg,640,640,Phone number,265,190,346,450
d0114541-b6c4affd-photo_13421-03-2023_10-26-54.jpg,640,640,Phone number,290,139,473,264
d02d8d2f-e5ab2d85-20230324_092418.jpg,640,640,Phone number,150,299,507,345
d082db4d-60747fdd-20230324_090850.jpg,640,640,Phone number,221,226,568,350
d0e727ce-fa129b2c-photo_16721-03-2023_10-27-29.jpg,640,640,Phone number,101,228,276,321
d10d772f-photo_8527-03-2023_11-13-47.jpg,640,640,Phone number,106,310,491,376
d10ff082-a3e96486-photo_19321-03-2023_10-27-42.jpg,640,640,Phone number,142,317,306,567
d11c5c3c-photo_11427-03-2023_11-14-05.jpg,640,640,Phone number,265,320,544,397
d16bc19a-df4556cb-photo_11519-03-2023_16-25-39.jpg,640,640,Phone number,322,212,352,370
d1beee0f-6095aded-photo_14821-03-2023_10-27-10.jpg,640,640,Phone number,370,157,538,345
d22465cf-8365fba0-photo_8719-03-2023_16-25-10.jpg,640,640,Phone number,282,192,395,403
d33c926a-photo_8027-03-2023_11-13-46.jpg,640,640,Phone number,263,210,355,522
d3ed4066-f5f68e5c-photo_6021-03-2023_10-54-45.jpg,640,640,Phone number,272,394,365,432
d3f1d0f5-photo_1927-03-2023_11-13-04.jpg,640,640,Phone number,56,144,378,269
d4d835fe-bd8d9f84-20230324_091414.jpg,640,640,Phone number,103,80,139,264
d62d7342-7710ad9a-photo_14721-03-2023_10-27-10.jpg,640,640,Phone number,178,450,464,551
d67e74bf-dff05381-PXL_20230325_121823088.jpg,640,640,Phone number,184,318,391,453
d694e2af-aaa2c931-PXL_20230325_115129630.jpg,640,640,Phone number,147,204,423,306
d6a6557e-photo_4327-03-2023_11-13-14.jpg,640,640,Phone number,203,329,468,383
d8225cbc-d1f426f7-20230324_092230.jpg,640,640,Phone number,344,236,604,330
d876778b-photo_10027-03-2023_11-13-47.jpg,640,640,Phone number,131,345,502,395
d92f8ffb-eb127773-photo_1821-03-2023_10-54-36.jpg,640,640,Phone number,291,306,442,333
d9af971c-photo_3827-03-2023_11-13-14.jpg,640,640,Phone number,296,177,351,525
d9c63a97-06884f8c-WhatsApp_Image_2023-03-25_at_21.43.33.jpeg,640,640,Phone number,334,65,428,375
da2ff260-0869804e-20230324_092035.jpg,640,640,Phone number,289,123,592,219
da95d2f5-cc79baba-20230319_143340.jpg,640,640,Phone number,262,145,462,172
daa38ca8-db0b8be5-photo_4321-03-2023_10-54-40.jpg,640,640,Phone number,199,251,310,274
db4b3f21-aaf5c94e-20230319_143631.jpg,640,640,Phone number,271,383,389,399
db6a6d73-17118cd3-photo_15121-03-2023_10-27-10.jpg,640,640,Phone number,270,273,385,361
dbcac794-photo_10227-03-2023_11-14-05.jpg,640,640,Phone number,243,300,509,388
dc2c4898-photo_10927-03-2023_11-14-05.jpg,640,640,Phone number,132,260,511,319
ddd840fe-f5c51330-photo_8419-03-2023_16-25-10.jpg,640,640,Phone number,237,161,316,372
de1cdb5b-f0ba69a4-20230324_092158.jpg,640,640,Phone number,295,60,387,357
de5a93b1-ac9e4cfb-photo_13521-03-2023_10-26-54.jpg,640,640,Phone number,221,463,392,545
de5c9a5e-photo_9327-03-2023_11-13-47.jpg,640,640,Phone number,112,246,530,319
dea83791-photo_11127-03-2023_11-14-05.jpg,640,640,Phone number,128,364,522,441
deac7613-a9a1900f-PXL_20230325_062156256.jpg,640,640,Phone number,298,162,342,423
dee15980-photo_4127-03-2023_11-13-14.jpg,640,640,Phone number,28,300,388,393
df2abbfa-a7f44e86-photo_15921-03-2023_10-27-21.jpg,640,640,Phone number,269,374,421,522
e058c737-183613e2-photo_17421-03-2023_10-27-29.jpg,640,640,Phone number,224,329,429,447
e156791f-6053c46e-20230319_143330.jpg,640,640,Phone number,232,132,419,198
e196b076-c097c0ed-20230324_091515.jpg,640,640,Phone number,42,243,204,291
e2ce1903-8614b19b-photo_921-03-2023_10-54-35.jpg,640,640,Phone number,317,305,418,348
e2efa77a-photo_7227-03-2023_11-13-46.jpg,640,640,Phone number,70,303,294,376
e35e3832-ef4ffcdb-PXL_20230325_121815021.jpg,640,640,Phone number,103,334,421,501
e3763411-ee4c7173-20230324_091508.jpg,640,640,Phone number,192,460,358,514
e4830030-f9a4a035-20230319_141839.jpg,640,640,Phone number,241,163,447,193
e5216d8a-ef5d5d42-20230319_142710.jpg,640,640,Phone number,80,368,326,416
e5af31ce-photo_6827-03-2023_11-13-46.jpg,640,640,Phone number,84,315,332,370
e61625f8-photo_12327-03-2023_11-14-05.jpg,640,640,Phone number,171,252,505,324
e6ad38d3-c139c35a-photo_9619-03-2023_16-25-24.jpg,640,640,Phone number,140,340,441,393
e6bc56d3-photo_10727-03-2023_11-14-05.jpg,640,640,Phone number,118,278,370,328
e6d6d8f3-photo_5627-03-2023_11-13-46.jpg,640,640,Phone number,205,288,484,347
e72e6d25-fa1ea200-PXL_20230325_114725617.jpg,640,640,Phone number,264,186,308,364
e77257e2-photo_13427-03-2023_11-27-32.jpg,640,640,Phone number,102,269,507,318
e78b80bf-f9a7f82e-PXL_20230325_062117213.jpg,640,640,Phone number,344,200,415,372
e7d3df17-photo_13627-03-2023_11-27-32.jpg,640,640,Phone number,287,144,390,460
e93046a6-edccab3a-20230324_091243.jpg,640,640,Phone number,211,424,429,468
e97589cc-photo_3727-03-2023_11-13-14.jpg,640,640,Phone number,321,85,372,370
e9812092-photo_3327-03-2023_11-13-05.jpg,640,640,Phone number,115,257,459,332
ea1653b2-f9a3d549-20230324_091502.jpg,640,640,Phone number,333,211,465,260
ea3dfaca-photo_12927-03-2023_11-14-05.jpg,640,640,Phone number,156,333,437,396
ead1b84f-f5822047-PXL_20230325_115118649.jpg,640,640,Phone number,158,206,485,314
eb09c9c0-photo_12827-03-2023_11-14-05.jpg,640,640,Phone number,380,157,438,345
eb93bd65-e31413f2-WhatsApp_Image_2023-03-25_at_21.43.33_1.jpeg,640,640,Phone number,183,26,266,404
ecffd51b-e666b145-PXL_20230325_121830941.jpg,640,640,Phone number,142,260,513,396
edcf513e-9389efc5-20230324_091210.jpg,640,640,Phone number,137,44,529,152
ef637496-db04e1a2-PXL_20230325_062214532.jpg,640,640,Phone number,340,216,396,373
f05b6f28-photo_10627-03-2023_11-14-05.jpg,640,640,Phone number,163,232,492,303
f09f0b2f-a7a54507-20230324_092110.jpg,640,640,Phone number,206,302,454,367
f107cb05-b26c356f-PXL_20230325_114620578.jpg,640,640,Phone number,349,257,389,467
f18e0a57-e3c292f4-PXL_20230325_121948254.jpg,640,640,Phone number,79,320,556,383
f3d4bdb5-photo_7127-03-2023_11-13-46.jpg,640,640,Phone number,181,305,495,378
f419bfbc-e5766b34-20230319_142654.jpg,640,640,Phone number,198,177,425,220
f4eef73f-photo_5527-03-2023_11-13-46.jpg,640,640,Phone number,175,209,416,374
f5226e8d-photo_10827-03-2023_11-14-05.jpg,640,640,Phone number,235,282,510,350
f5ca24d5-b0f553ac-PXL_20230325_114736097.jpg,640,640,Phone number,286,251,326,480
f671d56b-b56e44ec-PXL_20230325_121922487.jpg,640,640,Phone number,167,323,515,476
f679ec46-41391156-PXL_20230325_061702396.jpg,640,640,Phone number,216,151,357,261
f69ec263-b0c727a9-photo_17021-03-2023_10-27-29.jpg,640,640,Phone number,298,405,481,503
f6e62942-b165119b-photo_15421-03-2023_10-27-10.jpg,640,640,Phone number,324,395,466,546
f74827a0-f1c698cc-20230324_092048.jpg,640,640,Phone number,344,244,560,319
f78bf5a0-photo_1527-03-2023_11-13-03.jpg,640,640,Phone number,226,171,366,389
f794b20f-photo_7927-03-2023_11-13-46.jpg,640,640,Phone number,321,121,419,402
f7edf10a-e2601a3b-PXL_20230325_115042474.jpg,640,640,Phone number,226,214,462,279
f85776bf-ee1af5db-photo_9919-03-2023_16-25-33.jpg,640,640,Phone number,159,44,592,216
f89df261-f99a46ea-20230324_091426.jpg,640,640,Phone number,374,140,402,361
f9a90b69-d61ae87f-PXL_20230325_115120478.jpg,640,640,Phone number,83,197,497,340
f9c87b0a-photo_2327-03-2023_11-13-04.jpg,640,640,Phone number,324,171,384,412
fa859b59-photo_13827-03-2023_11-27-32.jpg,640,640,Phone number,255,163,323,359
faed54a4-f595e5f1-20230324_092050.jpg,640,640,Phone number,384,277,569,370
faf284cb-bc77ee6e-PXL_20230325_114953333.jpg,640,640,Phone number,194,295,503,354
fbf4b2ce-cbe1856a-photo_6821-03-2023_10-54-47.jpg,640,640,Phone number,228,252,344,282
fc3192de-54597b2e-photo_2421-03-2023_10-54-37.jpg,640,640,Phone number,256,125,465,189
fdf826a3-c4805187-PXL_20230325_061738755.jpg,640,640,Phone number,301,246,375,401
fe7b854d-1689623f-photo_16321-03-2023_10-27-21.jpg,640,640,Phone number,107,163,251,269
febfa8f3-c2aaab9f-PXL_20230325_061633338.jpg,640,640,Phone number,256,263,367,360
ff04e2ab-photo_11527-03-2023_11-14-05.jpg,640,640,Phone number,264,154,339,478
ffc6d73a-e49b7a07-photo_4819-03-2023_16-24-58.jpg,640,640,Phone number,242,291,529,339
